id,userplace_id,begin_time,end_time,client_id,provenance,complete,type,name,primary category id,category name
5bf0787c-b1d5-4f89-b265-8ea4d58fd16f,,2013-04-26 00:48:00+00,2013-04-26 01:13:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
201dd56b-e8cf-4a67-9dfc-9f4b7b36a4b3,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-04-26 01:13:00+00,2013-04-26 14:29:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Robot Rookery,165,Residential Complex
a5d95ce8-4731-451c-85c4-8b1d55dc9f32,,2013-04-26 14:29:00+00,2013-04-26 14:50:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
7c328126-32be-4fe7-be4d-136ecd4770d8,25771904-f962-421a-8842-485e1c7d3e7a,2013-04-26 14:50:00+00,2013-04-26 19:03:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,A.R.O.,366,Tech Startup
ffbdbac3-3ab5-4b9c-be3a-84fa857bbee2,,2013-04-26 19:03:00+00,2013-04-26 19:41:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
5f677c1f-cada-40e0-a7af-7668891efd28,25771904-f962-421a-8842-485e1c7d3e7a,2013-04-26 19:41:00+00,2013-04-26 22:50:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,A.R.O.,366,Tech Startup
35ffc64f-3182-4916-a345-5da5bc7cc90d,06fd7ca5-d316-43bc-b035-8340dc032d3a,2013-04-26 22:50:00+00,2013-04-26 23:18:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,A Piece Of Cake,63,Bakery
19a953d0-b888-4c73-9fea-51b3473d11e9,06fd7ca5-d316-43bc-b035-8340dc032d3a,2013-04-26 22:55:00+00,2013-04-26 23:13:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,A Piece Of Cake,63,Bakery
62627144-cbb3-478a-b951-9f155f1ba68a,25771904-f962-421a-8842-485e1c7d3e7a,2013-04-26 23:18:00+00,2013-04-27 00:34:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,A.R.O.,366,Tech Startup
844993ed-a832-473e-8583-e7cfe8c49e32,,2013-04-27 00:34:00+00,2013-04-27 00:58:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
348b57b0-77ea-4de7-bb56-cdaca769a9b0,309dada9-544d-4272-b6e1-4559c7b0f66e,2013-04-27 00:58:00+00,2013-04-27 02:36:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Green Lake School Age Childcare,180,School
85322bc2-d7df-47f0-bdc2-54bc6847d5ec,309dada9-544d-4272-b6e1-4559c7b0f66e,2013-04-27 01:57:12.694+00,2013-04-27 01:57:12.694+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,Green Lake School Age Childcare,180,School
84d68185-e729-4d45-80bb-d3b9a35f3f7b,,2013-04-27 02:36:00+00,2013-04-27 02:53:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,UserEdit,t,travel,,,
e73063b2-033e-45f0-ba67-da332ed2a2f9,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-04-27 02:53:00+00,2013-04-27 17:36:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Robot Rookery,165,Residential Complex
172cdd36-db67-4154-97c0-70028d0d74fd,,2013-04-27 17:36:00+00,2013-04-27 18:01:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
522ed951-5b04-4115-afec-f3e62ef10401,1fa25c5e-72e2-48d7-bace-b48261ab1908,2013-04-27 18:01:00+00,2013-04-27 18:29:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Kinokuniya Book Store,245,Bookstore
e30ddb20-4b48-43df-bc95-e6c79dd8a707,0dc70f84-61ba-4019-85de-ae5e096670e7,2013-04-27 18:29:00+00,2013-04-27 19:34:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Tsukushinbo,100,Japanese Restaurant
1d63b533-4a56-4d68-9d51-2104f01020f6,06fd7ca5-d316-43bc-b035-8340dc032d3a,2013-04-27 19:34:00+00,2013-04-27 19:52:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,A Piece Of Cake,63,Bakery
45e68b00-91b5-45f8-a754-e82c1b5de81d,1fa25c5e-72e2-48d7-bace-b48261ab1908,2013-04-27 19:52:00+00,2013-04-27 21:02:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Kinokuniya Book Store,245,Bookstore
f2e2ef58-ab98-4d96-81eb-3db37f023e8e,1fa25c5e-72e2-48d7-bace-b48261ab1908,2013-04-27 19:57:00+00,2013-04-27 20:57:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,Kinokuniya Book Store,245,Bookstore
1d32c2cc-62e6-4742-9923-3d16b647109e,,2013-04-27 21:02:00+00,2013-04-27 21:25:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
6f370bb3-2f81-447a-908c-cefaeeaeaca5,613ecc8b-75e4-45c4-aa0b-11f4d6a2a7ee,2013-04-27 21:25:00+00,2013-04-27 23:59:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Vios Cafe at Third Place,94,Greek Restaurant
2c63ec63-196c-448d-8079-ddbfe7ac2369,613ecc8b-75e4-45c4-aa0b-11f4d6a2a7ee,2013-04-27 21:25:00+00,2013-04-27 23:49:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,Vios Cafe at Third Place,94,Greek Restaurant
84daa082-0f0d-45a8-a88b-3632402f7ee7,,2013-04-27 23:59:00+00,2013-04-28 00:27:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
ffd7658f-43f4-4157-b1e4-dd8db13bccdb,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-04-28 00:27:00+00,2013-04-28 11:06:17.128+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Robot Rookery,165,Residential Complex
60cced0c-038f-4847-8025-81900c68e617,,2013-04-28 11:06:17.128+00,2013-04-28 14:46:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,noData,,,
a2f9cda3-8dde-474b-a41b-1660ff7fd7bd,,2013-04-28 14:46:00+00,2013-04-28 15:17:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
3e0f5fbb-9420-406b-9605-55aafee9e727,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-04-28 15:17:00+00,2013-04-28 19:23:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Robot Rookery,165,Residential Complex
d0cfbd74-27cf-4730-b538-0044c59ce7f4,,2013-04-28 19:23:00+00,2013-04-28 19:44:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,UserEdit,t,travel,,,
555134a5-4251-439b-a634-b2c4b3e554b0,4f7155f5-f635-4a3b-8c8f-12baf78fab45,2013-04-28 19:44:00+00,2013-04-28 21:01:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,McGilvra Elementary,409,Gym
22c548ff-d71d-4874-8a20-11a9407c48b1,4f7155f5-f635-4a3b-8c8f-12baf78fab45,2013-04-28 19:49:00+00,2013-04-28 20:56:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,McGilvra Elementary,409,Gym
2da65d9f-fc16-40c9-997c-7a84138362d9,,2013-04-28 21:01:00+00,2013-04-28 21:10:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,UserEdit,t,travel,,,
04ad6b2c-8443-4358-b9ca-a644b6cb1fad,235c0cba-b4c4-43d7-89d4-e46caf3f57f2,2013-04-28 21:10:00+00,2013-04-28 21:21:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Starbucks,73,Coffee Shop
1d59a073-ac92-40d7-a0e8-47332f5bdeaa,235c0cba-b4c4-43d7-89d4-e46caf3f57f2,2013-04-28 21:10:15.907+00,2013-04-28 21:10:15.907+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,Starbucks,73,Coffee Shop
b595dde4-e004-4a10-9c42-c38ffcc5e471,,2013-04-28 21:21:00+00,2013-04-28 21:47:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,UserEdit,t,travel,,,
5c53c37c-144f-4ddb-ada3-aa564a8216b9,ec8a889c-6ce8-4df2-bd19-ec8f4e5ff556,2013-04-28 21:47:00+00,2013-04-28 23:01:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Soccer Field #2,7,Shop & Service
31d039f5-1a58-476e-9da1-cbfc7a6f7971,ec8a889c-6ce8-4df2-bd19-ec8f4e5ff556,2013-04-28 22:32:30.07+00,2013-04-28 22:32:30.07+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,Soccer Field #2,7,Shop & Service
1dcb5f34-9638-46ee-ba15-8c015caa46be,,2013-04-28 23:01:00+00,2013-04-28 23:14:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,UserEdit,t,travel,,,
e8979841-b302-4e4d-a05b-d7c0b2f62c8a,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-04-28 23:14:00+00,2013-04-28 23:41:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Robot Rookery,165,Residential Complex
6c248695-a6b5-4b34-ab38-9ffbe9fd604e,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-04-28 23:19:00+00,2013-04-28 23:36:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,Robot Rookery,165,Residential Complex
c5bd3cee-d4c2-4f0b-821f-0757a176058b,,2013-04-28 23:41:00+00,2013-04-28 23:54:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,UserEdit,t,travel,,,
b23fd81d-580f-491e-a336-8db08c6ade63,5b2286cf-f7fd-4fab-bef5-a18c7184c9ca,2013-04-28 23:54:00+00,2013-04-29 00:13:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Trader Joe's,406,Grocery Store
1afbb2f4-4684-435e-a181-5f31480998c9,5b2286cf-f7fd-4fab-bef5-a18c7184c9ca,2013-04-28 23:59:00+00,2013-04-29 00:08:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,Trader Joe's,406,Grocery Store
4de3cf83-809a-440d-804f-f13c597c44ea,,2013-04-29 00:13:00+00,2013-04-29 00:26:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
f742e9fe-61dc-4d68-a6e3-1527b1f26f18,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-04-29 00:26:00+00,2013-04-29 14:38:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Robot Rookery,165,Residential Complex
577c4b76-1ab0-4238-b7ca-c75c75b674ba,,2013-04-29 14:38:00+00,2013-04-29 15:17:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
46a88cd3-0370-4b6e-8135-1d9b27149de0,25771904-f962-421a-8842-485e1c7d3e7a,2013-04-29 15:17:00+00,2013-04-29 23:46:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,A.R.O.,366,Tech Startup
731663c9-7d0f-430c-b557-c5dd6a757ca0,,2013-04-29 23:46:00+00,2013-04-30 00:19:29.227+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
a9da0acc-35bd-4501-ba28-9c7109508da5,b1160ede-49d8-43cf-bf91-7a3f56b9b42f,2013-04-30 00:19:29.227+00,2013-04-30 00:21:20.532+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Ultra One Hour Dry Cleaning,267,Laundromat or Dry Cleaner
ad52ec19-0d33-4cbe-ad73-a4a1719c90cc,b1160ede-49d8-43cf-bf91-7a3f56b9b42f,2013-04-30 00:20:58.789+00,2013-04-30 00:20:58.789+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,Ultra One Hour Dry Cleaning,267,Laundromat or Dry Cleaner
7fda2d01-239c-4f45-9e95-a587f1663be7,,2013-04-30 00:21:20.532+00,2013-04-30 00:23:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
30662f11-8c24-463f-977c-67417893fea5,0ec0b360-d91e-4bd8-a935-f77f36f249ef,2013-04-30 00:23:00+00,2013-04-30 00:38:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Road Runner Sports,278,Sporting Goods Shop
af61f95e-4a0a-479b-b3ac-626b2875e6ba,0ec0b360-d91e-4bd8-a935-f77f36f249ef,2013-04-30 00:25:18.078+00,2013-04-30 00:25:18.078+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,Road Runner Sports,278,Sporting Goods Shop
5e24bd9b-a324-421d-9c92-88ebe9b83ce4,,2013-04-30 00:38:00+00,2013-04-30 00:50:53.207+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
77e76682-8e4f-492f-940b-da21aab2be8e,309dada9-544d-4272-b6e1-4559c7b0f66e,2013-04-30 00:50:53.207+00,2013-04-30 00:59:00.322+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Green Lake School Age Childcare,180,School
be4e2d10-75cc-4911-9436-fbfd12717b7a,309dada9-544d-4272-b6e1-4559c7b0f66e,2013-04-30 00:52:33.594+00,2013-04-30 00:52:33.594+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,Green Lake School Age Childcare,180,School
064abf11-b03c-40c8-bc9c-c8214b20268f,,2013-04-30 00:59:00.322+00,2013-04-30 01:08:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
3275caa8-47bd-4bfe-93bc-2d29f49b2b34,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-04-30 01:08:00+00,2013-04-30 14:58:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Robot Rookery,165,Residential Complex
c4cc9e93-7ad5-465a-b54f-4c33a7e5b5a2,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-04-30 01:35:21.149+00,2013-04-30 01:35:21.149+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,Robot Rookery,165,Residential Complex
aa046845-702c-4e33-894a-d7a216cca442,,2013-04-30 14:58:00+00,2013-04-30 15:24:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
0ed05551-6b2b-406e-b124-dbaeb37e5e65,25771904-f962-421a-8842-485e1c7d3e7a,2013-04-30 15:24:00+00,2013-04-30 18:27:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,A.R.O.,366,Tech Startup
ea1f75dc-0045-4e14-a867-7c29ccc56443,,2013-04-30 18:27:00+00,2013-04-30 19:05:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
66468f9e-db4e-46ad-a54f-6e516a774ab4,25771904-f962-421a-8842-485e1c7d3e7a,2013-04-30 19:05:00+00,2013-04-30 23:52:01.695+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,A.R.O.,366,Tech Startup
c7e08b88-53d3-4576-b6c1-773e316e7ca0,,2013-04-30 23:52:01.695+00,2013-05-01 00:39:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
9b1c2146-2d98-423c-858e-24afdf9df1ed,309dada9-544d-4272-b6e1-4559c7b0f66e,2013-05-01 00:39:00+00,2013-05-01 00:56:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Green Lake School Age Childcare,180,School
13792be1-aa74-4cf2-abe1-9f15fe7e196a,309dada9-544d-4272-b6e1-4559c7b0f66e,2013-05-01 00:44:00+00,2013-05-01 00:51:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,Green Lake School Age Childcare,180,School
43de9314-856b-439e-98ae-63a43767ed3e,,2013-05-01 00:56:00+00,2013-05-01 01:07:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
8eb236b9-de66-4fbb-8da6-f964a8a8c77e,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-05-01 01:07:00+00,2013-05-01 14:56:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Robot Rookery,165,Residential Complex
689e334f-7ec8-4b0a-9d42-71a4e584e124,,2013-05-01 14:56:00+00,2013-05-01 17:25:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
6505c35b-a52b-4c0d-8ee2-f893fdd640c2,25771904-f962-421a-8842-485e1c7d3e7a,2013-05-01 17:25:00+00,2013-05-01 18:23:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,A.R.O.,366,Tech Startup
8d973064-42c7-43c0-9b7a-00e8c1949203,,2013-05-01 18:23:00+00,2013-05-01 18:33:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
e3bf05c6-9492-4b32-94fb-a252a3cc406f,d9030cb0-45fc-48c3-8218-b7613973072a,2013-05-01 18:33:00+00,2013-05-01 18:50:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Teriyaki San,100,Japanese Restaurant
18c3fdf4-3d49-4d87-b5e3-5820aac12ec0,,2013-05-01 18:50:00+00,2013-05-01 19:07:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
2c197e94-2f79-4a83-9826-08975943f0b9,456179e6-d4cf-47f5-ab12-98f256ab1f34,2013-05-01 19:07:00+00,2013-05-01 23:27:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,New Star Restaurant,72,Chinese Restaurant
279e3703-73bd-4a33-8cdb-422e0f02ba91,456179e6-d4cf-47f5-ab12-98f256ab1f34,2013-05-01 19:15:45.854+00,2013-05-01 19:15:45.854+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,aro,t,checkin,New Star Restaurant,72,Chinese Restaurant
b700638b-f53d-47d9-94ab-2ada0938a991,,2013-05-01 23:27:00+00,2013-05-02 00:07:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
d6a10b45-ebbb-4fda-8863-f60c48409a5d,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-05-02 00:07:00+00,2013-05-02 00:19:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Robot Rookery,165,Residential Complex
89264800-db12-43e5-9117-382e35147b66,,2013-05-02 00:19:00+00,2013-05-02 00:38:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
19754bd2-e09b-49fe-8ed4-e9805fbea0b1,115f4862-f3cc-40f8-bbec-a8797c541b55,2013-05-02 00:38:00+00,2013-05-02 14:22:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Robot Rookery,165,Residential Complex
5610010e-7e4f-48d5-9699-fd4f4d97d365,bd94997b-0818-460e-8e6c-bfa7a23e3dd3,2013-05-02 14:22:00+00,2013-05-02 14:38:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,Bomb Shelter,169,Event Space
e2866ad7-2590-4889-8542-22cacf1f17bc,,2013-05-02 14:38:00+00,2013-05-02 14:56:00+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,travel,,,
42c257b2-95a4-4131-855e-79acce1fae10,25771904-f962-421a-8842-485e1c7d3e7a,2013-05-02 14:56:00+00,2013-05-02 16:58:14.953+00,902393D8-4E37-4D0B-9DFA-C61A67A07856-18375-00001B4BFE91F1A0:624145141,DistanceTravelledSlicer,t,stay,A.R.O.,366,Tech Startup
